ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
lauvejo01,Joffrey Lauvergne,2015,2018,210.82,220,"September 30, 1991",None
petrojo01,Johan Petro,2006,2013,213.36,247,"January 27, 1986",None
amaecjo01,John Amaechi,1996,2003,208.28,270,"November 26, 1970","Vanderbilt University, Pennsylvania State University"
baglejo01,John Bagley,1983,1994,182.88,185,"April 23, 1960",Boston College
battljo01,John Battle,1986,1995,187.96,175,"November 9, 1962",Rutgers University
celesjo01,John Celestand,2000,2000,193.04,178,"March 6, 1977",Villanova University
cokerjo01,John Coker,1996,2001,213.36,253,"October 28, 1971",Boise State University
collijo01,John Collins,2018,2019,208.28,235,"September 23, 1997",Wake Forest University
crottjo01,John Crotty,1993,2003,185.42000000000002,185,"July 15, 1969",University of Virginia
dougljo01,John Douglas,1982,1983,187.96,170,"June 12, 1956",University of Kansas
durenjo01,John Duren,1981,1983,190.5,195,"October 30, 1958",Georgetown University
edwarjo01,John Edwards,2005,2006,213.36,275,"July 31, 1981",Kent State University
garrijo01,John Garris,1984,1984,203.2,205,"June 6, 1959","University of Michigan, Boston College"
greigjo01,John Greig,1983,1983,200.66,215,"April 28, 1961",University of Oregon
hensojo01,John Henson,2013,2019,210.82,219,"December 28, 1990",University of North Carolina
hollajo02,John Holland,2018,2019,195.58,205,"November 6, 1988",Boston University
jenkijo01,John Jenkins,2013,2019,193.04,215,"March 6, 1991",Vanderbilt University
lucasjo02,John Lucas III,2006,2017,180.34,166,"November 21, 1982","Baylor University, Oklahoma State University"
mcculjo01,John McCullough,1982,1982,193.04,190,"October 5, 1956",University of Oklahoma
mortojo01,John Morton,1990,1992,190.5,180,"May 18, 1967",Seton Hall University
paxsojo01,John Paxson,1984,1994,187.96,185,"September 29, 1960",University of Notre Dame
pinonjo01,John Pinone,1984,1984,203.2,230,"February 19, 1961",Villanova University
sallejo01,John Salley,1987,2000,210.82,230,"May 16, 1964",Georgia Institute of Technology
salmojo01,John Salmons,2003,2015,200.66,210,"December 12, 1979",University of Miami
schwejo01,John Schweitz,1985,1987,198.12,210,"April 19, 1960",University of Richmond
shaskjo01,John Shasky,1989,1991,210.82,235,"July 31, 1964",University of Minnesota
starkjo01,John Starks,1989,2002,190.5,180,"August 10, 1965",Oklahoma State University
stockjo01,John Stockton,1985,2003,185.42000000000002,170,"March 26, 1962",Gonzaga University
stroejo01,John Stroeder,1988,1989,208.28,260,"July 24, 1958",University of Montana
stroujo01,John Stroud,1981,1981,200.66,215,"October 29, 1957",University of Mississippi
thomajo02,John Thomas,1998,2006,205.74,265,"September 8, 1975",University of Minnesota
turnejo01,John Turner,1992,1992,203.2,245,"November 30, 1967","Georgetown University, Phillips University"
walljo01,John Wall,2011,2019,193.04,210,"September 6, 1990",University of Kentucky
wallajo01,John Wallace,1997,2004,203.2,225,"February 9, 1974",Syracuse University
willijo02,John Williams,1987,1995,203.2,235,"October 26, 1966",Louisiana State University
motlejo01,Johnathan Motley,2018,2019,208.28,230,"May 4, 1995",Baylor University
willijo04,Johnathan Williams,2019,2019,205.74,228,"May 22, 1995","University of Missouri, Gonzaga University"
dawkijo01,Johnny Dawkins,1987,1995,187.96,165,"September 28, 1963",Duke University
moorejo01,Johnny Moore,1981,1990,185.42000000000002,175,"March 3, 1958",University of Texas at Austin
newmajo01,Johnny Newman,1987,2002,200.66,190,"November 28, 1963",University of Richmond
obryajo01,Johnny O'Bryant,2015,2018,205.74,257,"June 1, 1993",Louisiana State University
rogerjo01,Johnny Rogers,1987,1988,208.28,225,"December 30, 1963","Stanford University, University of California, Irvine"
taylojo01,Johnny Taylor,1998,2000,205.74,220,"June 4, 1974","Indian Hills Community College, University of Tennessee at Chattanooga"
barryjo01,Jon Barry,1993,2006,193.04,195,"July 25, 1969","University of the Pacific, Georgia Institute of Technology"
brockjo01,Jon Brockman,2010,2012,200.66,255,"March 20, 1987",University of Washington
koncajo01,Jon Koncak,1986,1996,213.36,250,"May 17, 1963",Southern Methodist University
leuerjo01,Jon Leuer,2012,2019,208.28,228,"May 14, 1989",University of Wisconsin
sundvjo01,Jon Sundvold,1984,1992,187.96,170,"July 2, 1961",University of Missouri
boldejo01,Jonah Bolden,2019,2019,208.28,220,"January 2, 1996","University of California, Los Angeles"
jerebjo01,Jonas Jerebko,2010,2019,208.28,231,"March 2, 1987",None
valanjo01,Jonas Valanciunas,2013,2019,213.36,265,"May 6, 1992",None
bendejo01,Jonathan Bender,2000,2010,210.82,202,"January 30, 1981",None
gibsojo01,Jonathan Gibson,2017,2018,187.96,185,"November 8, 1987",New Mexico State University
isaacjo01,Jonathan Isaac,2018,2019,208.28,210,"October 3, 1997",Florida State University
kernejo01,Jonathan Kerner,1999,1999,210.82,245,"June 6, 1974","Florida State University, East Carolina University"
simmojo02,Jonathon Simmons,2016,2019,198.12,195,"September 14, 1989",University of Houston
flynnjo01,Jonny Flynn,2010,2012,182.88,185,"February 6, 1989",Syracuse University
adamsjo01,Jordan Adams,2015,2016,195.58,209,"July 8, 1994","University of California, Los Angeles"
belljo01,Jordan Bell,2018,2019,205.74,224,"January 7, 1995",University of Oregon
clarkjo01,Jordan Clarkson,2015,2019,195.58,194,"June 7, 1992","University of Tulsa, University of Missouri"
crawfjo02,Jordan Crawford,2011,2018,193.04,195,"October 23, 1988","Indiana University, Xavier University"
farmajo01,Jordan Farmar,2007,2017,187.96,180,"November 30, 1986","University of California, Los Angeles"
hamiljo02,Jordan Hamilton,2012,2016,200.66,220,"October 6, 1990",University of Texas at Austin
hilljo01,Jordan Hill,2010,2017,208.28,235,"July 27, 1987",University of Arizona
loydjo01,Jordan Loyd,2019,2019,193.04,210,"July 27, 1993","Furman University, University of Indianapolis"
mcraejo01,Jordan McRae,2016,2019,195.58,179,"March 28, 1991",University of Tennessee
mickejo01,Jordan Mickey,2016,2018,203.2,235,"July 9, 1994",Louisiana State University
siberjo01,Jordan Sibert,2019,2019,193.04,187,"August 1, 1992","Ohio State University, University of Dayton"
willijo03,Jordan Williams,2012,2012,208.28,260,"October 11, 1990",University of Maryland
garbajo01,Jorge Garbajosa,2007,2008,205.74,245,"December 19, 1977",None
gutiejo01,Jorge Gutierrez,2014,2016,190.5,191,"December 27, 1988",University of California
caldejo01,Jose Calderon,2006,2019,190.5,200,"September 28, 1981",None
ortizjo01,Jose Ortiz,1989,1990,208.28,225,"October 25, 1963",Oregon State University
slaugjo01,Jose Slaughter,1983,1983,195.58,205,"September 9, 1960",University of Portland
fortejo01,Joseph Forte,2002,2003,193.04,194,"March 23, 1981",University of North Carolina
akognjo01,Josh Akognon,2013,2013,180.34,185,"February 10, 1986","Washington State University, California State University, Fullerton"
boonejo01,Josh Boone,2007,2010,208.28,237,"November 21, 1984",University of Connecticut
childjo01,Josh Childress,2005,2014,203.2,210,"June 20, 1983",Stanford University
davisjo02,Josh Davis,2004,2012,203.2,235,"August 10, 1980",University of Wyoming
grantjo01,Josh Grant,1994,1994,205.74,223,"August 7, 1967",University of Utah
grayjo01,Josh Gray,2018,2018,185.42000000000002,180,"September 9, 1993",Louisiana State University
harrejo01,Josh Harrellson,2012,2014,208.28,275,"February 12, 1989",University of Kentucky
hartjo01,Josh Hart,2018,2019,195.58,215,"March 6, 1995",Villanova University
howarjo01,Josh Howard,2004,2013,200.66,210,"April 28, 1980",Wake Forest University
huestjo01,Josh Huestis,2016,2018,200.66,230,"December 19, 1991",Stanford University
jacksjo02,Josh Jackson,2018,2019,203.2,200,"February 10, 1997",University of Kansas
magetjo01,Josh Magette,2018,2018,185.42000000000002,160,"November 28, 1989",Alabama - Huntsville
mcrobjo01,Josh McRoberts,2008,2018,208.28,240,"February 28, 1987",Duke University
okogijo01,Josh Okogie,2019,2019,193.04,212,"September 1, 1998",Georgia Institute of Technology
poweljo01,Josh Powell,2006,2014,205.74,225,"January 25, 1983",North Carolina State University
richajo01,Josh Richardson,2016,2019,198.12,200,"September 15, 1993",University of Tennessee
selbyjo01,Josh Selby,2012,2013,187.96,183,"March 27, 1991",University of Kansas
smithjo03,Josh Smith,2005,2018,205.74,225,"December 5, 1985",None
holidjr01,Jrue Holiday,2010,2019,193.04,205,"June 12, 1990","University of California, Los Angeles"
navarju01,Juan Carlos Navarro,2008,2008,190.5,170,"June 13, 1980",None
dixonju01,Juan Dixon,2003,2009,190.5,164,"October 9, 1978",University of Maryland
hernaju01,Juan Hernangomez,2017,2019,205.74,230,"September 28, 1995",None
hawkiju01,Juaquin Hawkins,2003,2003,200.66,220,"July 2, 1973","California State University, Long Beach"
buechju01,Jud Buechler,1991,2002,198.12,220,"June 19, 1968",University of Arizona
washbju01,Julian Washburn,2019,2019,203.2,210,"December 18, 1991",None
wrighju01,Julian Wright,2008,2011,203.2,225,"May 20, 1987",University of Kansas
hodgeju01,Julius Hodge,2006,2007,200.66,210,"November 18, 1983",North Carolina State University
nwosuju01,Julius Nwosu,1995,1995,208.28,255,"May 1, 1971",Liberty University
randlju01,Julius Randle,2015,2019,205.74,250,"November 29, 1994",University of Kentucky
stoneju01,Julyan Stone,2012,2018,198.12,200,"December 7, 1988",University of Texas at El Paso
jonesju01,Jumaine Jones,2000,2007,203.2,218,"February 10, 1979",University of Georgia
burroju01,Junior Burrough,1996,1996,203.2,242,"January 18, 1973",University of Virginia
harriju01,Junior Harrington,2003,2007,193.04,180,"October 2, 1980",Wingate University
anderju01,Justin Anderson,2016,2019,198.12,230,"November 19, 1993",University of Virginia
dentmju01,Justin Dentmon,2012,2013,180.34,185,"September 5, 1985",University of Washington
hamilju01,Justin Hamilton,2014,2017,213.36,260,"April 1, 1990","Iowa State University, Louisiana State University"
harpeju01,Justin Harper,2012,2017,208.28,225,"August 30, 1989",University of Richmond
holidju01,Justin Holiday,2013,2019,198.12,181,"April 5, 1989",University of Washington
jacksju01,Justin Jackson,2018,2019,203.2,210,"March 28, 1995",University of North Carolina
pattoju01,Justin Patton,2018,2019,213.36,241,"June 14, 1997",Creighton University
reedju01,Justin Reed,2005,2007,203.2,240,"January 16, 1982",University of Mississippi
williju01,Justin Williams,2007,2008,208.28,225,"May 12, 1984",University of Wyoming
winslju01,Justise Winslow,2016,2019,200.66,225,"March 26, 1996",Duke University
nurkiju01,Jusuf Nurkic,2015,2019,213.36,275,"August 23, 1994",None
howarju01,Juwan Howard,1995,2013,205.74,240,"February 7, 1973",University of Michigan
mcdankj01,K.J. McDaniels,2015,2017,198.12,205,"February 9, 1993",Clemson University
allenka01,Kadeem Allen,2018,2019,190.5,192,"January 15, 1993",University of Arizona
lucaska01,Kalin Lucas,2015,2019,185.42000000000002,195,"May 24, 1989",Michigan State University
dickeka01,Kaniel Dickens,2004,2008,203.2,215,"July 21, 1978","Tyler Junior College, University of Idaho"
johnska01,Kannard Johnson,1988,1988,205.74,220,"June 24, 1965",Western Kentucky University
rushka01,Kareem Rush,2003,2010,198.12,215,"October 30, 1980",University of Missouri
malonka01,Karl Malone,1986,2004,205.74,250,"July 24, 1963",Louisiana Tech University
townska01,Karl-Anthony Towns,2016,2019,213.36,248,"November 15, 1995",University of Kentucky
powelka01,Kasib Powell,2008,2008,200.66,215,"March 18, 1981",Texas Tech University
leonaka01,Kawhi Leonard,2012,2019,200.66,230,"June 29, 1991",San Diego State University
feldeka01,Kay Felder,2017,2018,175.26,176,"March 29, 1995",Oakland University
stewake01,Kebu Stewart,1998,1998,203.2,239,"December 19, 1973","University of Nevada, Las Vegas, California State University, Bakersfield"
brownke01,Kedrick Brown,2002,2005,200.66,222,"March 18, 1981",Okaloosa-Walton Community College
bateske01,Keita Bates-Diop,2019,2019,205.74,229,"January 23, 1996",Ohio State University
applike01,Keith Appling,2016,2016,185.42000000000002,185,"February 13, 1992",Michigan State University
askinke01,Keith Askins,1991,1999,200.66,197,"December 15, 1967",University of Alabama
bensoke02,Keith Benson,2012,2012,210.82,240,"August 13, 1988",Oakland University
boganke01,Keith Bogans,2004,2014,195.58,215,"May 12, 1980",University of Kentucky
boothke01,Keith Booth,1998,1999,198.12,226,"October 9, 1974",University of Maryland
closske01,Keith Closs,1998,2000,220.98,212,"April 3, 1976",Central Connecticut State University
edmonke01,Keith Edmonson,1983,1984,195.58,195,"September 28, 1960",Purdue University
jennike01,Keith Jennings,1993,1995,170.18,160,"November 2, 1968",East Tennessee State University
langfke01,Keith Langford,2008,2008,193.04,215,"September 15, 1983",University of Kansas
leeke01,Keith Lee,1986,1989,208.28,215,"December 28, 1962",University of Memphis
mccorke01,Keith McCord,1981,1981,200.66,210,"June 22, 1957","University of Alabama, University of Alabama at Birmingham"
mcleoke01,Keith McLeod,2004,2007,187.96,188,"November 5, 1979",Bowling Green State University
owenske01,Keith Owens,1992,1992,200.66,225,"May 31, 1969","University of California, Los Angeles"
smartke01,Keith Smart,1989,1989,185.42000000000002,175,"September 21, 1964",Indiana University
smithke03,Keith Smith,1987,1987,190.5,180,"March 9, 1964",Loyola Marymount University
towerke01,Keith Tower,1994,1997,210.82,250,"May 15, 1970",University of Notre Dame
vanhoke01,Keith Van Horn,1998,2006,208.28,220,"October 23, 1975",University of Utah
azubuke01,Kelenna Azubuike,2007,2012,195.58,220,"December 16, 1983",University of Kentucky
mccarke01,Kelly McCarty,1999,1999,200.66,200,"August 24, 1975",University of Southern Mississippi
olynyke01,Kelly Olynyk,2014,2019,213.36,240,"April 19, 1991",Gonzaga University
oubreke01,Kelly Oubre,2016,2019,200.66,205,"December 9, 1995",University of Kansas
tripuke01,Kelly Tripucka,1982,1991,198.12,220,"February 16, 1959",University of Notre Dame
catoke01,Kelvin Cato,1998,2007,210.82,255,"August 26, 1974","University of South Alabama, Iowa State University"
ranseke01,Kelvin Ransey,1981,1986,185.42000000000002,170,"May 3, 1958",Ohio State University
upshake01,Kelvin Upshaw,1989,1991,187.96,180,"January 24, 1963",University of Utah
walkeke02,Kemba Walker,2012,2019,185.42000000000002,184,"May 8, 1990",University of Connecticut
austike01,Ken Austin,1984,1984,205.74,205,"July 15, 1961",Rice University
bannike01,Ken Bannister,1985,1991,205.74,235,"April 1, 1960","Indiana State University, Saint Augustine's College"
greenke01,Ken Green,1986,1986,203.2,215,"September 19, 1959",University of Texas-Pan American
johnske03,Ken Johnson,2003,2003,210.82,240,"February 1, 1978",Ohio State University
johnske01,Ken Johnson,1986,1986,203.2,240,"November 7, 1962","University of Southern California, Michigan State University"
normake01,Ken Norman,1988,1997,203.2,215,"September 5, 1964",University of Illinois at Urbana-Champaign
gillke01,Kendall Gill,1991,2005,195.58,195,"May 25, 1968",University of Illinois at Urbana-Champaign
marshke01,Kendall Marshall,2013,2016,193.04,200,"August 19, 1991",University of North Carolina
perkike01,Kendrick Perkins,2004,2018,208.28,270,"November 10, 1984",None
winchke01,Kennard Winchester,1991,1993,195.58,210,"September 3, 1966","James Madison University, Averett University"
farieke01,Kenneth Faried,2012,2019,203.2,220,"November 19, 1989",Morehead State University
anderke01,Kenny Anderson,1992,2005,182.88,168,"October 9, 1970",Georgia Institute of Technology
battlke01,Kenny Battle,1990,1993,198.12,210,"October 10, 1964","Northern Illinois University, University of Illinois at Urbana-Champaign"
dennake01,Kenny Dennard,1982,1984,203.2,220,"October 18, 1958",Duke University
fieldke01,Kenny Fields,1985,1988,195.58,220,"February 9, 1962","University of California, Los Angeles"
gattike01,Kenny Gattison,1987,1996,203.2,225,"May 23, 1964",Old Dominion University
greenke02,Kenny Green,1986,1987,198.12,210,"October 11, 1964",Wake Forest University
nattke01,Kenny Natt,1981,1985,190.5,185,"October 5, 1958",University of Louisiana at Monroe
payneke01,Kenny Payne,1990,1993,203.2,195,"November 25, 1966",University of Louisville
satteke01,Kenny Satterfield,2002,2003,187.96,186,"April 10, 1981",University of Cincinnati
smithke01,Kenny Smith,1988,1997,190.5,170,"March 8, 1965",University of North Carolina
thomake01,Kenny Thomas,2000,2010,200.66,261,"July 25, 1977",University of New Mexico
walkeke01,Kenny Walker,1987,1995,203.2,210,"August 18, 1964",University of Kentucky
willike03,Kenny Williams,1991,1994,205.74,205,"June 9, 1969",Barton County Community College
willike04,Kenrich Williams,2019,2019,200.66,210,"December 2, 1994",Texas Christian University
bazemke01,Kent Bazemore,2013,2019,195.58,201,"July 1, 1989",Old Dominion University
caldwke01,Kentavious Caldwell-Pope,2014,2019,195.58,205,"February 18, 1993",University of Georgia
edelike01,Kenton Edelin,1985,1985,203.2,205,"May 24, 1962",University of Virginia
martike01,Kenyon Martin,2001,2015,205.74,234,"December 30, 1977",University of Cincinnati
clarkke01,Keon Clark,1999,2004,210.82,220,"April 16, 1975","University of Nevada, Las Vegas"
kittlke01,Kerry Kittles,1997,2005,195.58,179,"June 12, 1974",Villanova University
brookke01,Kevin Brooks,1992,1994,198.12,200,"October 12, 1969",University of Louisiana at Lafayette
burleke01,Kevin Burleson,2006,2006,190.5,205,"April 9, 1979",University of Minnesota
duckwke01,Kevin Duckworth,1987,1997,213.36,275,"April 1, 1964",Eastern Illinois University
duranke01,Kevin Durant,2008,2019,205.74,240,"September 29, 1988",University of Texas at Austin
edwarke01,Kevin Edwards,1989,2001,190.5,190,"October 30, 1965",DePaul University
gamblke01,Kevin Gamble,1988,1997,195.58,210,"November 13, 1965",University of Iowa
garneke01,Kevin Garnett,1996,2016,210.82,240,"May 19, 1976",None
hendeke01,Kevin Henderson,1987,1988,193.04,195,"March 22, 1964","California State University, Fullerton"
huertke01,Kevin Huerter,2019,2019,200.66,190,"August 27, 1998",University of Maryland
johnske02,Kevin Johnson,1988,2000,185.42000000000002,180,"March 4, 1966",University of California
joneske01,Kevin Jones,2013,2013,203.2,251,"August 25, 1989",West Virginia University
knoxke01,Kevin Knox,2019,2019,205.74,215,"August 11, 1999",University of Kentucky
loderke01,Kevin Loder,1982,1984,198.12,205,"March 15, 1959","Kentucky State University, Alabama State University"
loveke01,Kevin Love,2009,2019,208.28,251,"September 7, 1988","University of California, Los Angeles"
lynchke01,Kevin Lynch,1992,1993,195.58,195,"December 24, 1968",University of Minnesota
martike02,Kevin Martin,2005,2016,200.66,199,"February 1, 1983",Western Carolina University
mchalke01,Kevin McHale,1981,1993,208.28,210,"December 19, 1957",University of Minnesota
mckenke01,Kevin McKenna,1982,1988,195.58,195,"January 8, 1959",Creighton University
murphke01,Kevin Murphy,2013,2013,195.58,185,"March 6, 1990",Tennessee Technological University
ollieke01,Kevin Ollie,1998,2010,193.04,195,"December 27, 1972",University of Connecticut
pritcke01,Kevin Pritchard,1991,1996,190.5,180,"July 17, 1967",University of Kansas
salvake01,Kevin Salvadori,1997,1998,213.36,231,"December 30, 1970",University of North Carolina
serapke01,Kevin Seraphin,2011,2017,205.74,285,"December 7, 1989",None
thompke01,Kevin Thompson,1994,1994,210.82,260,"February 7, 1971",North Carolina State University
willike01,Kevin Williams,1984,1989,187.96,175,"September 11, 1961","Texas Christian University, St. John's University"
willike02,Kevin Willis,1985,2007,213.36,220,"September 6, 1962",Michigan State University
pinknke01,Kevinn Pinkney,2007,2007,208.28,245,"October 20, 1983","University of Nevada, Reno"
looneke01,Kevon Looney,2016,2019,205.74,220,"February 6, 1996","University of California, Los Angeles"
doolike01,Keyon Dooling,2001,2013,190.5,196,"May 8, 1980",University of Missouri
elamikh01,Khalid El-Amin,2001,2001,177.8,200,"April 25, 1979",University of Connecticut
reevekh01,Khalid Reeves,1995,2000,190.5,199,"July 15, 1972",University of Arizona
birchkh01,Khem Birch,2018,2019,205.74,233,"September 28, 1992","University of Pittsburgh, University of Nevada, Las Vegas"
middlkh01,Khris Middleton,2013,2019,203.2,222,"August 12, 1991",Texas A&M University
thomakh01,Khyri Thomas,2019,2019,190.5,210,"May 8, 1996",Creighton University
vandeki01,Kiki Vandeweghe,1981,1993,203.2,220,"August 1, 1958","University of California, Los Angeles"
engliki01,Kim English,2013,2013,198.12,200,"September 24, 1988",University of Missouri
hastoki01,Kirk Haston,2002,2003,205.74,242,"March 10, 1979",Indiana University
hinriki01,Kirk Hinrich,2004,2016,193.04,190,"January 2, 1981",University of Kansas
penneki01,Kirk Penney,2004,2005,195.58,220,"November 23, 1980",University of Wisconsin
snydeki01,Kirk Snyder,2005,2008,198.12,225,"June 5, 1983","University of Nevada, Reno"
garriki01,Kiwane Garris,1998,2000,187.96,183,"September 24, 1974",University of Illinois at Urbana-Champaign
thompkl01,Klay Thompson,2012,2019,200.66,215,"February 8, 1990",Washington State University
bryanko01,Kobe Bryant,1997,2016,198.12,212,"August 23, 1978",None
simmoko01,Kobi Simmons,2018,2019,195.58,166,"July 4, 1997",University of Arizona
youngko01,Korleone Young,1999,1999,200.66,213,"December 31, 1978",None
davidko01,Kornel David,1999,2001,205.74,235,"October 22, 1971",None
koufoko01,Kosta Koufos,2009,2019,213.36,245,"February 24, 1989",Ohio State University
perovko01,Kosta Perovic,2008,2008,218.44,240,"February 19, 1985",None
antetko01,Kostas Antetokounmpo,2019,2019,208.28,200,"November 20, 1997",University of Dayton
papanko01,Kostas Papanikolaou,2015,2016,203.2,225,"July 31, 1990",None
dunnkr01,Kris Dunn,2017,2019,193.04,205,"March 18, 1994",Providence College
humphkr01,Kris Humphries,2005,2017,205.74,235,"February 6, 1985",University of Minnesota
josepkr01,Kris Joseph,2013,2013,200.66,210,"December 17, 1988",Syracuse University
porzikr01,Kristaps Porzingis,2016,2018,220.98,240,"August 2, 1995",None
leeku01,Kurk Lee,1991,1991,190.5,190,"June 3, 1967","Western Kentucky University, Towson University"
nimphku01,Kurt Nimphius,1982,1990,208.28,218,"March 13, 1958",Arizona State University
rambiku01,Kurt Rambis,1982,1995,203.2,213,"February 25, 1958",Santa Clara University
thomaku01,Kurt Thomas,1996,2013,205.74,230,"October 4, 1972",Texas Christian University
brownkw01,Kwame Brown,2002,2013,210.82,270,"March 10, 1982",None
anderky01,Kyle Anderson,2015,2019,205.74,230,"September 20, 1993","University of California, Los Angeles"
colliky01,Kyle Collinsworth,2018,2018,198.12,210,"October 3, 1991",Brigham Young University
korveky01,Kyle Korver,2004,2019,200.66,212,"March 17, 1981",Creighton University
kuzmaky01,Kyle Kuzma,2018,2019,205.74,220,"July 24, 1995",University of Utah
lowryky01,Kyle Lowry,2007,2019,185.42000000000002,196,"March 25, 1986",Villanova University
macyky01,Kyle Macy,1981,1987,190.5,175,"April 9, 1957","Purdue University, University of Kentucky"
oquinky01,Kyle O'Quinn,2013,2019,208.28,250,"March 26, 1990",Norfolk State University
singlky01,Kyle Singler,2013,2018,203.2,228,"May 4, 1988",Duke University
weaveky01,Kyle Weaver,2009,2011,198.12,201,"February 18, 1986",Washington State University
wiltjky01,Kyle Wiltjer,2017,2017,208.28,240,"October 20, 1992",Gonzaga University
irvinky01,Kyrie Irving,2012,2019,190.5,193,"March 23, 1992",Duke University
fesenky01,Kyrylo Fesenko,2008,2012,215.9,288,"December 24, 1986",None
smithla02,LaBradford Smith,1992,1994,190.5,200,"April 3, 1969",University of Louisville
aldrila01,LaMarcus Aldridge,2007,2019,210.82,260,"July 19, 1985",University of Texas at Austin
bakerla01,LaMark Baker,1999,1999,185.42000000000002,175,"November 11, 1969",Ohio State University
ellisla01,LaPhonso Ellis,1993,2003,203.2,240,"May 5, 1970",University of Notre Dame
thompla01,LaSalle Thompson,1983,1997,208.28,245,"June 23, 1961",University of Texas at Austin
odomla01,Lamar Odom,2000,2013,208.28,220,"November 6, 1979",University of Rhode Island
pattela01,Lamar Patterson,2016,2017,195.58,225,"August 12, 1991",University of Pittsburgh
murrala01,Lamond Murray,1995,2006,200.66,236,"April 20, 1973",University of California
strotla01,Lamont Strothers,1992,1993,193.04,190,"May 10, 1968",Christopher Newport University
copella01,Lanard Copeland,1990,1992,198.12,190,"July 16, 1965",Georgia State University
gordola01,Lancaster Gordon,1985,1988,190.5,185,"June 24, 1962",University of Louisville
allrela01,Lance Allred,2008,2008,210.82,250,"February 2, 1981","University of Utah, Weber State University"
blankla01,Lance Blanks,1991,1993,193.04,190,"September 9, 1966","University of Virginia, University of Texas at Austin"
stephla01,Lance Stephenson,2011,2019,198.12,230,"September 5, 1990",University of Cincinnati
thomala01,Lance Thomas,2012,2019,203.2,240,"April 24, 1988",Duke University
fieldla01,Landry Fields,2011,2015,200.66,210,"June 27, 1988",Stanford University
shamela01,Landry Shamet,2019,2019,195.58,188,"March 13, 1997",Wichita State University
gallola01,Langston Galloway,2015,2019,187.96,200,"December 9, 1991",Saint Joseph's University
ketnela01,Lari Ketner,2000,2001,205.74,277,"February 1, 1977",University of Massachusetts Amherst
profila01,Laron Profit,2000,2006,195.58,204,"August 5, 1977",University of Maryland
drewla01,Larry Drew,1981,1991,185.42000000000002,170,"April 2, 1958",University of Missouri
drewla02,Larry Drew,2015,2018,187.96,180,"March 5, 1990","University of North Carolina, University of California, Los Angeles"
hughela01,Larry Hughes,1999,2012,195.58,184,"January 23, 1979",Saint Louis University
johnsla02,Larry Johnson,1992,2001,198.12,250,"March 14, 1969","University of Nevada, Las Vegas"
krystla01,Larry Krystkowiak,1987,1997,205.74,220,"September 23, 1964",University of Montana
michela01,Larry Micheaux,1984,1985,205.74,220,"March 24, 1960",University of Houston
nancela02,Larry Nance,2016,2019,205.74,230,"January 1, 1993",University of Wyoming
nancela01,Larry Nance,1982,1994,208.28,205,"February 12, 1959",Clemson University
owensla01,Larry Owens,2011,2012,200.66,210,"January 8, 1983",Oral Roberts University
robinla01,Larry Robinson,1991,2002,190.5,180,"January 11, 1968",Centenary College of Louisiana
sandela01,Larry Sanders,2011,2017,210.82,235,"November 21, 1988",Virginia Commonwealth University
smithla01,Larry Smith,1981,1993,203.2,215,"January 18, 1958",Alcorn State University
sprigla01,Larry Spriggs,1982,1986,200.66,230,"September 8, 1959",Howard University
stewala01,Larry Stewart,1992,1997,203.2,220,"September 21, 1968",Coppin State University
sykesla01,Larry Sykes,1996,1996,205.74,255,"April 11, 1973",Xavier University
sprewla01,Latrell Sprewell,1993,2005,195.58,190,"September 8, 1970",University of Alabama
markkla01,Lauri Markkanen,2018,2019,213.36,240,"May 22, 1997",University of Arizona
postela01,Lavor Postell,2001,2003,195.58,215,"February 26, 1978",St. John's University
allenla01,Lavoy Allen,2012,2017,205.74,260,"February 4, 1989",Temple University
fundela01,Lawrence Funderburke,1998,2005,205.74,230,"December 15, 1970","Indiana University, Ohio State University"
motenla01,Lawrence Moten,1996,1998,195.58,185,"March 25, 1972",Syracuse University
roberla01,Lawrence Roberts,2006,2007,205.74,240,"October 20, 1982","Baylor University, Mississippi State University"
haywala01,Lazar Hayward,2011,2013,198.12,225,"November 26, 1986",Marquette University
borrela01,Lazaro Borrell,2000,2000,203.2,220,"September 20, 1972",None
jamesle01,LeBron James,2004,2019,203.2,250,"December 30, 1984",None
ellisle02,LeRon Ellis,1992,1996,205.74,225,"April 28, 1969","University of Kentucky, Syracuse University"
barbole01,Leandro Barbosa,2004,2017,190.5,194,"November 28, 1982",None
eacklle01,Ledell Eackles,1989,1998,195.58,220,"November 24, 1966",University of New Orleans
johnsle01,Lee Johnson,1981,1981,210.82,205,"June 16, 1957","University of Montana, East Texas State University"
maybele01,Lee Mayberry,1993,1999,185.42000000000002,172,"June 12, 1970",University of Arkansas
nailole01,Lee Nailon,2001,2006,205.74,238,"February 22, 1975","Butler County Community College, Texas Christian University"
rautile01,Leo Rautins,1984,1985,203.2,215,"March 20, 1960","University of Minnesota, Syracuse University"
powele01,Leon Powe,2007,2011,203.2,240,"January 22, 1984",University of California
smithle01,Leon Smith,2002,2004,208.28,235,"November 2, 1980",None
woodle01,Leon Wood,1985,1991,190.5,185,"March 25, 1962","University of Arizona, California State University, Fullerton"
taylole01,Leonard Taylor,1990,1990,203.2,220,"May 2, 1966",University of California
combsle01,Leroy Combs,1984,1984,203.2,210,"January 1, 1961",Oklahoma State University
jepsele01,Les Jepsen,1991,1992,213.36,237,"June 24, 1967",University of Iowa
