Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
12,HOU,Jeremy Lamb,University of Connecticut,7,435,8905,4455,1588,674,.443,.339,.853,20.5,10.2,3.7,1.5,20.8,.112,-0.5,3.4,2012
13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,.399,.370,.611,19.3,5.0,1.6,4.9,1.0,.015,-5.6,-2.8,2012
14,MIL,John Henson,University of North Carolina,7,405,8152,3162,2206,442,.539,.273,.572,20.1,7.8,5.4,1.1,19.3,.114,0.5,5.1,2012
15,PHI,Maurice Harkless,St. John's University,7,475,10957,3491,1757,437,.476,.323,.614,23.1,7.3,3.7,0.9,19.2,.084,0.2,6.2,2012
16,HOU,Royce White,Iowa State University,1,3,9,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-.121,-10.4,0.0,2012
17,DAL,Tyler Zeller,University of North Carolina,7,412,7250,2871,1816,367,.509,.286,.764,17.6,7.0,4.4,0.9,17.1,.113,-1.6,0.8,2012
18,HOU,Terrence Jones,University of Kentucky,6,234,5562,2431,1334,238,.501,.297,.621,23.8,10.4,5.7,1.0,14.7,.127,0.1,3.0,2012
19,ORL,Andrew Nicholson,St. Bonaventure University,5,285,4080,1700,857,126,.467,.321,.773,14.3,6.0,3.0,0.4,3.8,.045,-5.3,-3.4,2012
20,DEN,Evan Fournier,,7,457,12782,6157,1262,1151,.446,.371,.805,28.0,13.5,2.8,2.5,19.4,.073,-1.0,3.1,2012
21,BOS,Jared Sullinger,Ohio State University,5,269,6532,2893,2006,477,.436,.272,.723,24.3,10.8,7.5,1.8,15.3,.113,0.5,4.1,2012
22,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,.500,,.250,6.0,1.2,0.5,0.0,0.0,.021,-5.8,0.0,2012
23,ATL,John Jenkins,Vanderbilt University,6,171,2183,855,250,138,.441,.367,.847,12.8,5.0,1.5,0.8,3.0,.065,-3.8,-1.0,2012
24,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,.347,.306,.674,7.2,2.3,0.7,0.5,0.2,.017,-5.9,-0.6,2012
25,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,.413,.231,.647,21.2,11.1,2.5,3.0,-1.3,-.021,-4.1,-1.6,2012
26,IND,Miles Plumlee,Duke University,7,346,5658,1697,1562,178,.542,,.543,16.4,4.9,4.5,0.5,10.6,.090,-1.6,0.5,2012
27,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,.547,,.667,12.4,3.6,3.1,0.2,1.7,.113,-3.0,-0.2,2012
28,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,.420,.293,.660,11.7,3.4,1.8,0.4,1.7,.048,-4.6,-1.1,2012
29,CHI,Marquis Teague,University of Kentucky,3,91,909,217,90,134,.343,.222,.661,10.0,2.4,1.0,1.5,-0.9,-.045,-8.0,-1.4,2012
30,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,.513,,.557,14.1,4.2,4.3,0.4,5.9,.119,-1.1,0.6,2012
31,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,.409,.319,.665,19.4,6.1,2.0,0.8,1.3,.024,-3.9,-1.2,2012
32,WAS,Tomas Satoransky,,3,210,4526,1387,595,777,.489,.400,.792,21.6,6.6,2.8,3.7,10.3,.109,-0.3,1.9,2012
33,CLE,Bernard James,Florida State University,3,92,761,203,212,13,.497,.000,.680,8.3,2.2,2.3,0.1,1.9,.117,-1.1,0.2,2012
34,CLE,Jae Crowder,Marquette University,7,543,13153,5137,2121,770,.423,.339,.778,24.2,9.5,3.9,1.4,28.7,.105,0.6,8.8,2012
35,GSW,Draymond Green,Michigan State University,7,533,14979,4825,3700,2589,.439,.323,.706,28.1,9.1,6.9,4.9,43.3,.139,3.7,21.5,2012
36,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,.358,.311,.727,10.8,3.2,1.7,0.7,1.4,.059,-3.8,-0.5,2012
37,TOR,Quincy Acy,Baylor University,7,337,5392,1642,1179,217,.444,.350,.759,16.0,4.9,3.5,0.6,8.7,.078,-1.8,0.2,2012
38,DEN,Quincy Miller,Baylor University,3,69,934,295,169,37,.350,.292,.706,13.5,4.3,2.4,0.5,-0.1,-.003,-4.0,-0.5,2012
39,DET,Khris Middleton,Texas A&M University,7,455,14429,7129,2022,1468,.451,.388,.870,31.7,15.7,4.4,3.2,31.0,.103,0.2,8.0,2012
40,POR,Will Barton,University of Memphis,7,438,10194,4618,1724,1036,.431,.341,.788,23.3,10.5,3.9,2.4,16.4,.077,-0.7,3.4,2012
41,POR,Tyshawn Taylor,University of Kansas,2,61,491,174,33,57,.354,.360,.684,8.0,2.9,0.5,0.9,-0.9,-.088,-8.8,-0.8,2012
42,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,.381,.394,.700,12.7,3.5,1.0,0.8,0.1,.005,-5.9,-1.2,2012
43,ATL,Mike Scott,University of Virginia,7,436,7123,3115,1359,403,.464,.364,.755,16.3,7.1,3.1,0.9,13.3,.089,-2.4,-0.8,2012
44,DET,Kim English,University of Missouri,1,41,407,119,37,26,.375,.280,.724,9.9,2.9,0.9,0.6,0.2,.021,-4.2,-0.2,2012
45,PHI,Justin Hamilton,Louisiana State University,3,113,1961,687,403,91,.464,.309,.798,17.4,6.1,3.6,0.8,3.7,.091,-0.3,0.8,2012
46,NOH,Darius Miller,University of Kentucky,5,253,5161,1524,423,346,.418,.382,.830,20.4,6.0,1.7,1.4,5.9,.055,-1.7,0.4,2012
47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,.250,.200,,3.1,0.9,0.2,0.1,-0.3,-.272,-17.6,-0.2,2012
48,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,.354,.297,.688,15.8,3.6,2.3,1.5,0.3,.015,-2.8,-0.2,2012
49,ORL,Kyle O'Quinn,Norfolk State University,7,443,6401,2466,2050,592,.518,.209,.748,14.4,5.6,4.6,1.3,16.8,.126,1.8,6.2,2012
50,DEN,Izzet Turkyilmaz,,,,,,,,,,,,,,,,,,,2012
51,BOS,Kris Joseph,Syracuse University,1,10,54,9,7,1,.143,.000,.625,5.4,0.9,0.7,0.1,-0.1,-.127,-10.5,-0.1,2012
52,GSW,Ognjen Kuzmic,,2,37,164,35,38,8,.520,,.600,4.4,0.9,1.0,0.2,0.2,.061,-2.5,0.0,2012
53,LAC,Furkan Aldemir,,1,41,540,93,176,28,.513,.000,.481,13.2,2.3,4.3,0.7,1.4,.122,-0.7,0.2,2012
54,PHI,Tornike Shengelia,,2,45,247,59,39,17,.451,.125,.500,5.5,1.3,0.9,0.4,-0.2,-.032,-6.6,-0.3,2012
55,DAL,Darius Johnson-Odom,Marquette University,2,7,21,0,6,2,.000,.000,.000,3.0,0.0,0.9,0.3,-0.3,-.597,-23.2,-0.1,2012
56,TOR,Tomislav Zubcic,,,,,,,,,,,,,,,,,,,2012
57,NJN,Ilkan Karaman,,,,,,,,,,,,,,,,,,,2012
58,MIN,Robbie Hummel,Purdue University,2,98,1397,379,266,50,.418,.343,.867,14.3,3.9,2.7,0.5,1.9,.066,-2.9,-0.3,2012
59,SAS,Marcus Denmon,University of Missouri,,,,,,,,,,,,,,,,,,2012
60,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,.436,.000,.671,14.5,4.2,3.1,0.7,2.4,.042,-3.1,-0.8,2012
1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,151,1905,658,472,77,.392,.261,.670,12.6,4.4,3.1,0.5,0.5,.013,-5.6,-1.7,2013
2,ORL,Victor Oladipo,Indiana University,6,402,13360,7028,1859,1589,.443,.352,.793,33.2,17.5,4.6,4.0,24.2,.087,1.1,10.4,2013
3,WAS,Otto Porter,Georgetown University,6,399,10747,4383,1989,593,.483,.405,.793,26.9,11.0,5.0,1.5,29.1,.130,2.0,10.7,2013
4,CHA,Cody Zeller,Indiana University,6,361,8272,2969,2085,495,.511,.263,.740,22.9,8.2,5.8,1.4,24.1,.140,0.8,5.9,2013
5,PHO,Alex Len,University of Maryland,6,412,8200,3275,2599,345,.487,.349,.695,19.9,7.9,6.3,0.8,15.6,.091,-1.6,0.8,2013
6,NOH,Nerlens Noel,University of Kentucky,5,300,6850,2445,1940,365,.523,.250,.631,22.8,8.2,6.5,1.2,16.6,.117,1.6,6.3,2013
7,SAC,Ben McLemore,University of Kansas,6,368,8725,3239,909,407,.417,.353,.783,23.7,8.8,2.5,1.1,4.6,.025,-2.8,-1.7,2013
8,DET,Kentavious Caldwell-Pope,University of Georgia,6,470,13981,5595,1566,767,.412,.345,.799,29.7,11.9,3.3,1.6,23.8,.082,0.1,7.2,2013
9,MIN,Trey Burke,University of Michigan,6,361,8529,3924,741,1301,.408,.340,.800,23.6,10.9,2.1,3.6,10.2,.058,-2.2,-0.4,2013
10,POR,CJ McCollum,Lehigh University,6,411,12323,7328,1290,1196,.455,.401,.839,30.0,17.8,3.1,2.9,27.9,.109,0.3,7.0,2013
11,PHI,Michael Carter-Williams,Syracuse University,6,315,8265,3426,1427,1463,.401,.251,.702,26.2,10.9,4.5,4.6,5.2,.030,-0.7,2.7,2013
12,OKC,Steven Adams,University of Pittsburgh,6,467,12527,4507,3446,469,.588,.000,.553,26.8,9.7,7.4,1.0,38.7,.148,1.7,11.8,2013
13,DAL,Kelly Olynyk,Gonzaga University,6,433,9347,4287,2116,818,.478,.367,.765,21.6,9.9,4.9,1.9,24.9,.128,1.4,8.1,2013
14,UTA,Shabazz Muhammad,"University of California, Los Angeles",5,278,4772,2504,770,151,.473,.319,.751,17.2,9.0,2.8,0.5,8.5,.085,-4.1,-2.5,2013
15,MIL,Giannis Antetokounmpo,,6,465,15220,8745,3844,1921,.521,.277,.742,32.7,18.8,8.3,4.1,53.2,.168,4.5,24.8,2013
16,BOS,Lucas Nogueira,,4,141,1754,446,388,72,.632,.265,.640,12.4,3.2,2.8,0.5,6.0,.165,4.8,3.0,2013
17,ATL,Dennis Schroder,,6,431,10655,5769,1168,1998,.430,.325,.825,24.7,13.4,2.7,4.6,13.1,.059,-2.0,0.0,2013
18,ATL,Shane Larkin,University of Miami,4,256,4880,1399,490,737,.422,.336,.777,19.1,5.5,1.9,2.9,4.4,.044,-2.5,-0.6,2013
19,CLE,Sergey Karasev,,3,95,1110,287,140,87,.395,.282,.842,11.7,3.0,1.5,0.9,0.8,.036,-3.1,-0.3,2013
20,CHI,Tony Snell,University of New Mexico,6,442,9637,2762,1045,455,.425,.382,.819,21.8,6.2,2.4,1.0,13.5,.067,-1.9,0.3,2013
21,UTA,Gorgui Dieng,University of Louisville,6,452,10248,3594,2812,629,.505,.332,.790,22.7,8.0,6.2,1.4,24.4,.114,1.6,9.2,2013
22,BRK,Mason Plumlee,Duke University,6,471,10420,3989,2977,1029,.570,.074,.565,22.1,8.5,6.3,2.2,31.0,.143,2.4,11.6,2013
23,IND,Solomon Hill,University of Arizona,6,305,6912,1805,997,471,.395,.329,.809,22.7,5.9,3.3,1.5,9.2,.064,-0.7,2.3,2013
24,NYK,Tim Hardaway,University of Michigan,6,403,10516,5267,1033,740,.418,.343,.816,26.1,13.1,2.6,1.8,15.1,.069,-1.8,0.6,2013
25,LAC,Reggie Bullock,University of North Carolina,6,272,5240,1856,563,300,.434,.392,.828,19.3,6.8,2.1,1.1,9.7,.089,-0.7,1.7,2013
26,MIN,Andre Roberson,University of Colorado,5,295,6651,1356,1188,257,.482,.257,.467,22.5,4.6,4.0,0.9,12.7,.092,0.6,4.4,2013
27,DEN,Rudy Gobert,,6,406,11661,4524,4275,545,.629,.000,.631,28.7,11.1,10.5,1.3,52.8,.218,5.1,21.0,2013
28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,,2013
29,OKC,Archie Goodwin,University of Kentucky,4,165,2396,1040,331,206,.429,.236,.700,14.5,6.3,2.0,1.2,1.1,.022,-4.2,-1.3,2013
30,PHO,Nemanja Nedovic,,1,24,142,26,15,13,.205,.167,.875,5.9,1.1,0.6,0.5,-0.4,-.132,-10.6,-0.3,2013
31,CLE,Allen Crabbe,University of California,6,344,8472,3281,996,401,.429,.393,.835,24.6,9.5,2.9,1.2,13.8,.078,-1.0,2.0,2013
32,OKC,Alex Abrines,,3,174,2777,924,248,88,.387,.368,.880,16.0,5.3,1.4,0.5,5.0,.086,-2.6,-0.4,2013
33,CLE,Carrick Felix,Arizona State University,1,7,38,19,6,4,.500,.400,.750,5.4,2.7,0.9,0.6,0.0,.057,-4.7,0.0,2013
34,HOU,Isaiah Canaan,Murray State University,6,235,4799,1913,438,454,.371,.351,.836,20.4,8.1,1.9,1.9,4.3,.043,-3.0,-1.3,2013
35,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,.269,.250,.692,9.5,2.7,1.5,0.6,-0.2,-.065,-7.3,-0.2,2013
36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.8,-0.6,2013
37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,1.3,0.1,2013
38,WAS,Nate Wolters,South Dakota State University,3,84,1575,461,185,209,.423,.261,.635,18.8,5.5,2.2,2.5,0.9,.028,-4.0,-0.8,2013
39,POR,Jeff Withey,University of Kansas,5,206,2072,666,518,64,.525,.143,.716,10.1,3.2,2.5,0.3,6.8,.157,0.6,1.4,2013
40,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-8.4,-0.1,2013
41,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.4,-0.1,2013
42,PHI,Pierre Jackson,Baylor University,1,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.021,-4.4,-0.1,2013
43,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.8,-0.4,2013
44,DAL,Mike Muscala,Bucknell University,6,307,4885,1757,1002,288,.468,.365,.841,15.9,5.7,3.3,0.9,11.9,.117,0.0,2.5,2013
45,POR,Marko Todorovic,,,,,,,,,,,,,,,,,,,2013
46,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-5.1,-0.3,2013
47,ATL,Raul Neto,,4,199,2817,955,261,376,.443,.377,.776,14.2,4.8,1.3,1.9,4.6,.078,-2.1,-0.1,2013
48,LAL,Ryan Kelly,Duke University,4,163,3125,981,504,215,.378,.316,.797,19.2,6.0,3.1,1.3,3.0,.046,-2.2,-0.2,2013
49,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.1,-0.1,2013
50,ATL,James Ennis,"California State University, Long Beach",5,278,5715,1801,883,245,.457,.357,.793,20.6,6.5,3.2,0.9,11.7,.098,-0.6,2.0,2013
51,ORL,Romero Osby,University of Oklahoma,,,,,,,,,,,,,,,,,,2013
52,MIN,Lorenzo Brown,North Carolina State University,5,103,1185,293,151,183,.364,.170,.707,11.5,2.8,1.5,1.8,-0.2,-.007,-4.1,-0.6,2013
53,IND,Colton Iverson,Colorado State University,,,,,,,,,,,,,,,,,,2013
54,WAS,Arsalan Kazemi,University of Oregon,,,,,,,,,,,,,,,,,,2013
55,MEM,Joffrey Lauvergne,,4,208,2823,1159,789,180,.479,.285,.719,13.6,5.6,3.8,0.9,5.2,.089,-2.6,-0.4,2013
56,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-7.3,-0.3,2013
57,PHO,Alex Oriakhi,University of Missouri,,,,,,,,,,,,,,,,,,2013
58,SAS,Deshaun Thomas,Ohio State University,,,,,,,,,,,,,,,,,,2013
59,MIN,Bojan Dubljevic,,,,,,,,,,,,,,,,,,,2013
60,MEM,Janis Timma,,,,,,,,,,,,,,,,,,,2013
1,CLE,Andrew Wiggins,University of Kansas,5,400,14384,7768,1703,867,.440,.332,.735,36.0,19.4,4.3,2.2,13.0,.044,-2.5,-1.8,2014
2,MIL,Jabari Parker,Duke University,5,247,7341,3724,1419,525,.491,.337,.739,29.7,15.1,5.7,2.1,11.6,.076,-1.5,0.9,2014
3,PHI,Joel Embiid,University of Kansas,3,158,4852,3833,1804,499,.481,.315,.788,30.7,24.3,11.4,3.2,16.8,.166,3.3,6.5,2014
4,ORL,Aaron Gordon,University of Arizona,5,341,9500,4249,2112,736,.450,.321,.707,27.9,12.5,6.2,2.2,18.0,.091,0.2,5.3,2014
5,UTA,Dante Exum,,4,204,3944,1207,357,462,.400,.304,.770,19.3,5.9,1.8,2.3,2.7,.033,-3.3,-1.3,2014
6,BOS,Marcus Smart,Oklahoma State University,5,341,9688,3174,1205,1337,.372,.310,.764,28.4,9.3,3.5,3.9,16.2,.080,0.6,6.4,2014
7,LAL,Julius Randle,University of Kentucky,5,311,8854,4784,2753,847,.502,.307,.722,28.5,15.4,8.9,2.7,17.8,.096,-0.4,3.6,2014
8,SAC,Nik Stauskas,University of Michigan,5,335,6662,2272,688,513,.389,.353,.814,19.9,6.8,2.1,1.5,3.8,.028,-3.2,-2.1,2014
9,CHH,Noah Vonleh,Indiana University,5,299,5295,1528,1617,228,.453,.316,.683,17.7,5.1,5.4,0.8,8.3,.075,-2.6,-0.8,2014
10,PHI,Elfrid Payton,University of Louisiana at Lafayette,5,342,10104,3798,1491,2243,.454,.302,.630,29.5,11.1,4.4,6.6,13.3,.063,-0.3,4.2,2014
11,DEN,Doug McDermott,Creighton University,5,341,6798,2659,726,269,.459,.404,.825,19.9,7.8,2.1,0.8,10.6,.075,-3.0,-1.8,2014
12,ORL,Dario Saric,,3,240,6462,3039,1490,511,.433,.358,.835,26.9,12.7,6.2,2.1,11.2,.083,-0.6,2.3,2014
13,MIN,Zach LaVine,"University of California, Los Angeles",5,293,8772,4710,990,1021,.446,.373,.824,29.9,16.1,3.4,3.5,8.0,.044,-1.6,0.9,2014
14,PHO,T.J. Warren,North Carolina State University,5,261,7234,3754,1078,293,.497,.340,.766,27.7,14.4,4.1,1.1,13.0,.086,-1.3,1.3,2014
15,ATL,Adreian Payne,Michigan State University,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.5,-1.2,2014
16,CHI,Jusuf Nurkic,,5,310,7103,3608,2480,589,.491,.071,.666,22.9,11.6,8.0,1.9,16.4,.111,1.3,5.9,2014
17,BOS,James Young,University of Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-4.0,-0.4,2014
18,PHO,Tyler Ennis,Syracuse University,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-4.6,-1.5,2014
19,CHI,Gary Harris,Michigan State University,5,312,8883,3878,798,661,.460,.365,.802,28.5,12.4,2.6,2.1,16.0,.086,-0.1,4.3,2014
20,TOR,Bruno Caboclo,,5,69,1013,335,194,59,.392,.344,.839,14.7,4.9,2.8,0.9,1.1,.054,-1.3,0.2,2014
21,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-3.1,-0.2,2014
22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,-0.5,0.1,2014
23,UTA,Rodney Hood,Duke University,5,320,8707,4017,908,613,.422,.367,.841,27.2,12.6,2.8,1.9,16.0,.088,-1.0,2.2,2014
24,CHH,Shabazz Napier,University of Connecticut,5,289,4642,1855,499,587,.393,.354,.812,16.1,6.4,1.7,2.0,6.4,.066,-1.5,0.5,2014
25,HOU,Clint Capela,,5,295,7395,3532,2706,276,.635,.000,.525,25.1,12.0,9.2,0.9,31.4,.204,1.9,7.3,2014
26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0,2014
27,PHO,Bogdan Bogdanovic,,2,148,4122,1907,466,525,.431,.375,.833,27.9,12.9,3.1,3.5,5.6,.065,-0.9,1.2,2014
28,LAC,C.J. Wilcox,University of Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.007,-5.2,-0.3,2014
29,OKC,Josh Huestis,Stanford University,3,76,1068,187,180,23,.346,.312,.240,14.1,2.5,2.4,0.3,0.7,.030,-3.8,-0.5,2014
30,SAS,Kyle Anderson,"University of California, Los Angeles",5,300,5882,1601,1171,572,.492,.324,.706,19.6,5.3,3.9,1.9,15.4,.125,2.1,6.1,2014
31,MIL,Damien Inglis,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-6.4,-0.2,2014
32,PHI,K.J. McDaniels,Clemson University,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-3.3,-0.7,2014
33,CLE,Joe Harris,University of Virginia,5,262,5914,2454,742,391,.475,.427,.797,22.6,9.4,2.8,1.5,10.4,.085,-0.5,2.2,2014
34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.7,-0.8,2014
35,UTA,Jarnell Stokes,University of Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,1.0,0.1,2014
36,MIL,Johnny O'Bryant III,Louisiana State University,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.4,-1.9,2014
37,TOR,DeAndre Daniels,University of Connecticut,,,,,,,,,,,,,,,,,,2014
38,DET,Spencer Dinwiddie,University of Colorado,5,253,6168,2785,654,1146,.408,.323,.801,24.4,11.0,2.6,4.5,13.5,.105,-0.6,2.1,2014
39,PHI,Jerami Grant,Syracuse University,5,383,9233,3369,1500,396,.461,.334,.654,24.1,8.8,3.9,1.0,18.2,.095,-1.1,2.0,2014
40,MIN,Glenn Robinson III,University of Michigan,5,219,3144,956,461,122,.439,.361,.726,14.4,4.4,2.1,0.6,4.7,.072,-2.6,-0.5,2014
41,DEN,Nikola Jokic,,4,308,8718,5006,2946,1586,.523,.345,.828,28.3,16.3,9.6,5.1,38.9,.214,7.6,21.2,2014
42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-7.3,-0.3,2014
43,ATL,Walter Tavares,,2,13,101,33,32,4,.625,,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.6,0.0,2014
44,MIN,Markel Brown,Oklahoma State University,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.8,-0.4,2014
45,CHH,Dwight Powell,Stanford University,5,331,5895,2491,1484,305,.553,.298,.750,17.8,7.5,4.5,0.9,22.4,.182,2.1,6.1,2014
46,WAS,Jordan Clarkson,University of Missouri,5,382,10527,5621,1237,1028,.445,.335,.815,27.6,14.7,3.2,2.7,10.5,.048,-1.8,0.6,2014
47,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-6.4,-0.1,2014
48,MIL,Lamar Patterson,University of Pittsburgh,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.5,-0.4,2014
49,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-7.7,-0.2,2014
50,PHO,Alec Brown,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,,,,2014
51,NYK,Thanasis Antetokounmpo,,1,2,6,6,1,0,.750,.000,,3.0,3.0,0.5,0.0,0.0,.291,-4.1,0.0,2014
52,PHI,Vasilije Micic,,,,,,,,,,,,,,,,,,,2014
53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,,2014
54,PHI,Nemanja Dangubic,,,,,,,,,,,,,,,,,,,2014
55,MIA,Semaj Christon,Xavier University,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-6.3,-1.1,2014
56,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.0,-0.3,2014
57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,,2014
58,SAS,Jordan McRae,University of Tennessee,3,86,912,420,101,74,.427,.352,.784,10.6,4.9,1.2,0.9,1.0,.051,-5.0,-0.7,2014
59,TOR,Xavier Thames,San Diego State University,,,,,,,,,,,,,,,,,,2014
60,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-4.6,-0.4,2014
1,MIN,Karl-Anthony Towns,University of Kentucky,4,323,11120,7187,3831,839,.537,.392,.836,34.4,22.3,11.9,2.6,45.4,.196,5.0,19.6,2015
2,LAL,D'Angelo Russell,Ohio State University,4,272,7752,4493,999,1381,.419,.353,.762,28.5,16.5,3.7,5.1,6.6,.041,0.4,4.6,2015
3,PHI,Jahlil Okafor,Duke University,4,190,4013,2178,976,175,.530,.200,.679,21.1,11.5,5.1,0.9,5.3,.063,-3.5,-1.5,2015
4,NYK,Kristaps Porzingis,,3,186,5764,3312,1317,248,.437,.361,.804,31.0,17.8,7.1,1.3,12.1,.100,-0.1,2.8,2015
5,ORL,Mario Hezonja,,4,277,5236,2028,842,365,.417,.321,.811,18.9,7.3,3.0,1.3,2.4,.022,-3.0,-1.3,2015
6,SAC,Willie Cauley-Stein,University of Kentucky,4,295,7090,2971,1879,483,.534,.222,.611,24.0,10.1,6.4,1.6,17.4,.118,0.6,4.7,2015
7,DEN,Emmanuel Mudiay,,4,246,6326,2901,758,1023,.393,.320,.742,25.7,11.8,3.1,4.2,-1.2,-.009,-3.8,-2.8,2015
8,DET,Stanley Johnson,University of Arizona,4,285,6160,1985,964,423,.374,.293,.764,21.6,7.0,3.4,1.5,3.3,.026,-2.1,-0.2,2015
9,CHO,Frank Kaminsky,University of Wisconsin,4,282,6252,2758,1122,452,.419,.349,.760,22.2,9.8,4.0,1.6,11.0,.084,-1.2,1.3,2015
10,MIA,Justise Winslow,Duke University,4,230,6496,2057,1222,613,.419,.343,.644,28.2,8.9,5.3,2.7,7.8,.057,-0.8,2.0,2015
11,IND,Myles Turner,University of Texas at Austin,4,280,7863,3604,1869,349,.495,.363,.771,28.1,12.9,6.7,1.2,22.1,.135,1.4,6.8,2015
12,UTA,Trey Lyles,University of Kentucky,4,288,5051,2198,1127,306,.431,.331,.705,17.5,7.6,3.9,1.1,8.1,.077,-2.4,-0.6,2015
13,PHO,Devin Booker,University of Kentucky,4,272,8945,5820,945,1154,.437,.354,.854,32.9,21.4,3.5,4.2,9.8,.053,-1.1,2.0,2015
14,OKC,Cameron Payne,Murray State University,4,153,2454,914,274,382,.397,.331,.775,16.0,6.0,1.8,2.5,2.2,.044,-2.9,-0.6,2015
15,ATL,Kelly Oubre,University of Kansas,4,292,6442,2737,1082,242,.424,.321,.778,22.1,9.4,3.7,0.8,8.3,.062,-2.3,-0.4,2015
16,BOS,Terry Rozier,University of Louisville,4,272,5433,2090,973,631,.380,.354,.777,20.0,7.7,3.6,2.3,9.9,.088,-0.5,2.0,2015
